layer,accuracy,silhouette,polar_consistency_mean,contradiction_index_mean,bias
0,0.5041322314049587,0.0,0.0,0.3200378119945526,-0.40536659955978394
1,0.5950413223140496,0.4820692539215088,0.15633419156074524,0.5806086659431458,-0.21986299753189087
2,0.6115702479338843,0.16420425474643707,0.17088280618190765,0.6830462217330933,-0.21638476848602295
3,0.6115702479338843,0.2246200442314148,0.09922981262207031,0.696399450302124,-0.2209213525056839
4,0.6033057851239669,0.1979149430990219,0.0485355369746685,0.7324952483177185,-0.2648182809352875
5,0.5785123966942148,0.2196858674287796,0.056743305176496506,0.7663363814353943,-0.2627333998680115
6,0.5537190082644627,0.2534497082233429,0.14221614599227905,0.7138550281524658,-0.11211696267127991
7,0.5041322314049587,0.20199550688266754,0.083339162170887,0.7841794490814209,-0.3392149806022644
8,0.5454545454545454,0.167659193277359,0.05250073969364166,0.6745178699493408,-0.1246720552444458
9,0.5041322314049587,0.14698712527751923,0.03945789486169815,0.7499539852142334,-0.31780508160591125
10,0.5206611570247934,0.24315539002418518,-0.008333330973982811,0.7333225011825562,-0.3290286660194397
11,0.5041322314049587,0.29924604296684265,0.041625190526247025,0.7332935333251953,-0.4012552499771118
12,0.5289256198347108,0.3102867603302002,0.025077063590288162,0.8194698095321655,-0.25405260920524597
13,0.5537190082644627,0.3066101372241974,0.023913683369755745,0.8327906131744385,-0.37872982025146484
14,0.5454545454545454,0.32863929867744446,0.033432312309741974,0.7500259280204773,-0.14415699243545532
15,0.5537190082644629,0.33150896430015564,0.030456414446234703,0.7333337068557739,-0.28658926486968994
16,0.5702479338842975,0.33313804864883423,0.007777384016662836,0.7327678203582764,-0.30029433965682983
17,0.5702479338842975,0.3530345559120178,0.00015768529556225985,0.7189592123031616,-0.16605491936206818
18,0.5702479338842975,0.4248080551624298,0.0011597302509471774,0.7564533352851868,-0.27078142762184143
19,0.5950413223140496,0.4320503771305084,5.940217431084139e-21,0.75,-0.34897083044052124
20,0.578512396694215,0.48567163944244385,0.0,0.75,-0.31676584482192993
21,0.5867768595041323,0.4624810218811035,0.008333333767950535,0.699999988079071,-0.2475615292787552
22,0.5867768595041323,0.470913827419281,0.008141572587192059,0.73313969373703,-0.3020581305027008
23,0.6115702479338843,0.4560442864894867,8.0054479755301e-14,0.75,-0.29324257373809814
24,0.6033057851239669,0.45561638474464417,0.008331279270350933,0.7492924332618713,-0.21632641553878784
25,0.5867768595041323,0.4569846987724304,3.8764038222482525e-21,0.7667428851127625,-0.24791215360164642
26,0.5950413223140496,0.42863622307777405,0.015776684507727623,0.7657515406608582,-0.11522084474563599
27,0.578512396694215,0.4249885380268097,0.008333333767950535,0.7639731764793396,-0.12909312546253204
28,0.6198347107438016,0.4172825217247009,2.802596928649634e-45,0.7666666507720947,-0.2129828929901123
29,0.5950413223140496,0.4146102964878082,-0.008333333767950535,0.7500001192092896,-0.18849489092826843
30,0.5785123966942148,0.40917500853538513,0.008299952372908592,0.75,-0.21373681724071503
31,0.5867768595041323,0.40756750106811523,0.016658933833241463,0.7537282705307007,-0.20108048617839813
32,0.5785123966942148,0.4021775424480438,0.01663809083402157,0.7499977350234985,-0.1898755133152008
33,0.5867768595041323,0.3982936441898346,0.008333314210176468,0.7500351071357727,-0.20984627306461334
34,0.5950413223140496,0.39447689056396484,0.008333333767950535,0.7335752844810486,-0.2558063268661499
35,0.5867768595041323,0.3837480843067169,0.008333333767950535,0.7241766452789307,-0.21111436188220978
