layer,accuracy,silhouette,polar_consistency_mean,contradiction_index_mean,bias
0,0.5041322314049587,0.0,0.0,0.3200373649597168,-0.40536803007125854
1,0.6776859504132231,0.19175203144550323,0.4269939661026001,0.7453731298446655,-0.1893686205148697
2,0.6611570247933884,0.21875570714473724,0.48373812437057495,0.6491325497627258,-0.21000050008296967
3,0.6446280991735537,0.19240623712539673,0.3054055869579315,0.6763066649436951,-0.17881225049495697
4,0.6363636363636364,0.1781245470046997,0.2133781760931015,0.6967566013336182,-0.22420842945575714
5,0.628099173553719,0.16153249144554138,0.14552338421344757,0.7008298635482788,-0.20569708943367004
6,0.628099173553719,0.14464916288852692,0.08125051856040955,0.6382595300674438,-0.19774919748306274
7,0.6446280991735537,0.12515485286712646,0.07961399853229523,0.6871280670166016,-0.2270180881023407
8,0.5289256198347108,0.13340157270431519,0.14944390952587128,0.7037044763565063,-0.24406179785728455
9,0.6942148760330579,0.1008988693356514,0.15533776581287384,0.7895416021347046,-0.27118605375289917
10,0.6446280991735538,0.13719001412391663,0.1079433336853981,0.6188264489173889,-0.2689138352870941
11,0.6528925619834711,0.1903868466615677,0.021446621045470238,0.6906920075416565,-0.17911632359027863
12,0.6363636363636364,0.1477675884962082,0.13450756669044495,0.7327293753623962,-0.2363082617521286
13,0.6611570247933884,0.18337298929691315,0.14937971532344818,0.7007108330726624,-0.2865816354751587
14,0.5289256198347108,0.196371927857399,0.08412352949380875,0.6687617897987366,-0.23881207406520844
15,0.6446280991735538,0.2251885086297989,0.07070859521627426,0.6542569994926453,-0.14520682394504547
16,0.6776859504132231,0.21591398119926453,0.11587291210889816,0.780967652797699,-0.34854716062545776
17,0.6528925619834711,0.19240926206111908,0.030832339078187943,0.6672988533973694,-0.4262498617172241
18,0.6859504132231404,0.1864965558052063,0.08377233892679214,0.6313073039054871,0.014053099788725376
19,0.7933884297520661,0.2765568792819977,0.06704553216695786,0.5454719662666321,-0.5224578976631165
20,0.8677685950413223,0.3112083077430725,0.046621035784482956,0.46821144223213196,-0.24521145224571228
21,0.859504132231405,0.3812636435031891,0.07091139256954193,0.48100224137306213,-0.11345783621072769
22,0.8512396694214877,0.3967377841472626,0.016203714534640312,0.5219523906707764,-0.3776117265224457
23,0.8677685950413223,0.3713941276073456,0.06819865107536316,0.4651440978050232,-0.1045968309044838
24,0.859504132231405,0.3781324326992035,0.024997595697641373,0.5666646361351013,-0.17716407775878906
25,0.859504132231405,0.36313217878341675,0.07426102459430695,0.4373818039894104,-0.0612480491399765
26,0.8429752066115702,0.3652910888195038,0.0516229085624218,0.5402799248695374,-0.282339870929718
27,0.8347107438016529,0.368455708026886,0.04370672255754471,0.5250909328460693,-0.30353617668151855
28,0.8512396694214877,0.370673269033432,0.016639739274978638,0.4167003631591797,-0.18252195417881012
29,0.8512396694214877,0.3751181364059448,0.03386262431740761,0.4999960660934448,-0.30251431465148926
30,0.8677685950413223,0.3819408118724823,0.0,0.44999998807907104,-0.11991254985332489
31,0.8677685950413223,0.3807023763656616,0.008334818296134472,0.4333333373069763,-0.14328287541866302
32,0.859504132231405,0.36579495668411255,0.032649096101522446,0.4824114441871643,-0.23496432602405548
33,0.8429752066115702,0.3775254189968109,0.008383823558688164,0.4833333194255829,-0.24445825815200806
34,0.8512396694214877,0.37041956186294556,0.01602187007665634,0.5106303095817566,-0.30070430040359497
35,0.8429752066115702,0.36262285709381104,0.008333333767950535,0.4166666567325592,-0.14164403080940247
36,0.8429752066115702,0.41089585423469543,0.04811699315905571,0.431357204914093,-0.15933287143707275
